证券代码,证券名称,最新价,涨跌额,涨跌幅,开盘价,最高价,最低价,昨收价,成交额,总市值,name,market,一级行业,二级行业,三级行业
SLP,SYLVANIA PLATINUM LIMITED CMN S,77.4,0.9,1.18,76.5,77.4,76.5,76.5,0.0,2.04,SLP,uk,资源,矿产,其他金属
IMC,IMC EXPLORATION GROUP PLC ORD E,0.445,0.005,1.14,0.44,0.445,0.44,0.44,0.0,0.01,IMC,uk,资源,矿产,贵金属
W7L,WARPAINT LONDON PLC ORD 25P,312.5,3.5,1.13,309.0,313.0,312.5,309.0,0.01,2.41,W7L,uk,消费,经销商,医疗经销商
ZIN,ZINC MEDIA GROUP PLC ORD 0.125P,89.5,1.0,1.13,85.5,89.5,85.5,88.5,0.0,0.2,ZIN,uk,消费,可选消费,电影娱乐
VINO,VIRGIN WINES UK PLC ORD GBP0.01,47.0,0.5,1.08,46.5,47.0,46.5,46.5,0.0,0.26,VINO,uk,科技,IT技术,网络零售
IGR,IG DESIGN GROUP PLC ORD 5P,141.0,1.5,1.08,139.5,141.0,139.5,139.5,0.0,1.36,IGR,uk,消费,日常消费,小商品
CSN,CHESNARA PLC ORD 5P,282.5,3.0,1.07,278.5,284.5,276.5,279.5,0.01,4.25,CSN,uk,金融,保险,多险种保险
CHRY,CHRYSALIS INVESTMENTS LIMITED O,66.8,0.7,1.06,65.5,67.3,65.5,66.1,0.0,3.82,CHRY,uk,金融,资产管理,投资经理
NXR,NORCROS PLC ORD 10P,147.0,1.5,1.03,152.0,152.0,142.5,145.5,0.0,1.31,NXR,uk,制造业,建筑业,建筑产品
PLUS,PLUS500 LTD ORD ILS0.01 (DI),1382.0,14.0,1.02,1365.0,1382.0,1364.0,1368.0,0.02,11.17,PLUS,uk,金融,资产管理,投资银行
RST,RESTORE PLC ORD 5P,198.0,2.0,1.02,196.0,198.0,198.0,196.0,0.01,2.71,RST,uk,消费,商业服务,综合商业
RNO,瑞诺德集团,30.1,0.3,1.01,30.5,30.5,29.9,29.8,0.0,0.68,RNO,uk,制造业,机械,机械加工设备
PHE,POWERHOUSE ENERGY GROUP PLC ORD,0.505,0.005,1.0,0.5,0.505,0.5,0.5,0.0,0.21,PHE,uk,公用事业,电力,电力公司
PBEE,PENSIONBEE GROUP PLC ORD GBP0.0,71.1,0.7,0.99,70.4,71.1,70.4,70.4,0.0,1.59,PBEE,uk,金融,资产管理,投资经理
ASC,ASOS PLC ORD 3.5P,386.8,3.8,0.99,390.0,390.0,370.0,383.0,0.06,4.61,ASC,uk,科技,IT技术,网络零售
AVAP,AVATION PLC ORD 1P,102.0,1.0,0.99,100.5,103.0,100.5,101.0,0.0,0.72,AVAP,uk,金融,资产管理,金融租赁
JTC,JTC PLC ORD GBP0.01,767.0,7.5,0.99,756.5,767.0,749.5,759.5,0.02,12.7,JTC,uk,金融,资产管理,投资经理
EAAS,EENERGY GROUP PLC ORD 0.3P,5.2,0.05,0.97,5.15,5.2,5.15,5.15,0.0,0.18,EAAS,uk,制造业,建筑业,建筑工程
BDEV,巴莱特开发公司,472.1,4.5,0.96,465.7,473.3,462.4,467.6,0.22,46.01,BDEV,uk,制造业,建筑业,住宅建筑
YNGA,YOUNG & CO'S BREWERY PLC  A' OR,1070.0,10.0,0.94,1055.0,1070.0,1055.0,1060.0,0.0,3.68,YNGA,uk,消费,可选消费,餐厅
MRO,MELROSE INDUSTRIES PLC ORD 160/,472.4,4.4,0.94,471.2,472.4,464.8,468.0,0.13,63.84,MRO,uk,制造业,机械,航空航天与国防
ASLI,ABRDN EUROPEAN LOGISTICS INCOME,65.6,0.6,0.92,65.0,65.6,64.5,65.0,0.01,2.7,ASLI,uk,金融,房地产,房地产投资信托
ALU,ALUMASC GROUP PLC ORD 12.5P,164.0,1.5,0.92,160.0,164.0,160.0,162.5,0.0,0.59,ALU,uk,制造业,建筑业,建筑产品
TET,TREATT PLC ORD 2P,499.0,4.5,0.91,491.5,499.0,491.5,494.5,0.01,3.02,TET,uk,制造业,化工,特殊化学品
NAH,NAHL GROUP PLC ORD GBP0.0025,56.25,0.5,0.9,55.75,56.25,55.75,55.75,0.0,0.26,NAH,uk,金融,保险,保险经纪人
SKG,司墨飞·卡帕集团,2744.0,24.0,0.88,2730.0,2768.0,2716.0,2720.0,0.14,71.38,SKG,uk,制造业,化工,包装
TGR,TIRUPATI GRAPHITE PLC ORD GBP 0,17.25,0.15,0.88,17.1,17.25,17.1,17.1,0.0,0.15,TGR,uk,制造业,机械,电力设备
AMRQ,AEX GOLD INC COM SHS NPV (DI),57.5,0.5,0.88,57.0,57.5,57.0,57.0,0.01,1.52,AMRQ,uk,资源,矿产,贵金属
TBCG,TBC BANK GROUP PLC ORD GBP0.01,2955.0,25.0,0.85,2935.0,2955.0,2915.0,2930.0,0.01,16.25,TBCG,uk,金融,银行,主要银行
SERE,SCHRODER EUROPEAN REAL ESTATE I,71.2,0.6,0.85,70.6,71.2,70.6,70.6,0.0,0.95,SERE,uk,金融,房地产,房地产投资信托
BAKK,BAKKAVOR GROUP PLC ORD 2P,95.0,0.8,0.85,94.2,95.0,94.2,94.2,0.0,5.5,BAKK,uk,消费,食品饮料,零食
WRKS,THEWORKS.CO.UK PLC ORD 1P,35.9,0.3,0.84,37.0,39.0,35.9,35.6,0.01,0.22,WRKS,uk,消费,零售,专卖店
GYM,THE GYM GROUP PLC ORD 0.01P,119.8,1.0,0.84,118.8,119.8,118.0,118.8,0.0,2.14,GYM,uk,消费,可选消费,其他消费者服务
KETL,STRIX GROUP PLC ORD 1P,60.4,0.5,0.83,60.0,61.0,56.3,59.9,0.01,1.32,KETL,uk,科技,电子,仪器设备
NSCI,NETSCIENTIFIC PLC ORD 5P,60.5,0.5,0.83,60.0,60.5,60.0,60.0,0.0,0.14,NSCI,uk,医药,医疗,医疗器械
MMAG,MUSICMAGPIE PLC ORD 1P,18.15,0.15,0.83,18.0,18.15,18.15,18.0,0.0,0.2,MMAG,uk,科技,IT技术,网络零售
GHH,GOOCH & HOUSEGO PLC ORD 20P,506.0,4.0,0.8,502.0,528.0,500.0,502.0,0.0,1.3,GHH,uk,科技,电子,元器件
SHI,SIG PLC ORD 10P,38.0,0.3,0.8,37.7,38.2,37.15,37.7,0.0,4.49,SHI,uk,消费,经销商,批发经销商
SEPL,SEPLAT PETROLEUM DEVELOPMENT CO,128.0,1.0,0.79,129.4,129.6,128.0,127.0,0.0,7.53,SEPL,uk,资源,能源,石油
NCYT,NOVACYT S.A. EUR1/15TH (CDI),66.5,0.5,0.76,66.0,66.5,65.4,66.0,0.0,0.47,NCYT,uk,医药,医疗,医疗器械
MNG,M&G PLC ORD ￡0.05,204.3,1.5,0.74,204.1,205.6,202.2,202.8,0.09,48.24,MNG,uk,金融,资产管理,金融集团
RWS,RWS HOLDINGS PLC ORD 1P,248.8,1.8,0.73,247.4,250.6,245.0,247.0,0.01,9.51,RWS,uk,消费,商业服务,综合商业
INVP,天达证券投资顾问,488.1,3.3,0.68,499.9,499.9,483.8,484.8,0.07,31.5,INVP,uk,金融,资产管理,投资银行
GPE,GREAT PORTLAND ESTATES PLC ORD,438.2,2.8,0.64,446.0,446.0,429.6,435.4,0.03,11.12,GPE,uk,金融,房地产,房地产投资信托
CRPR,CROPPER (JAMES) PLC ORD 25P,785.0,5.0,0.64,780.0,785.0,780.0,780.0,0.0,0.75,CRPR,uk,制造业,化工,包装
WYN,WYNNSTAY GROUP PLC ORD 25P,405.0,2.5,0.62,402.5,405.0,402.5,402.5,0.0,0.93,WYN,uk,制造业,化工,农产品
BWY,BELLWAY PLC ORD 12.5P,2292.0,14.0,0.61,2268.0,2294.0,2252.0,2278.0,0.04,27.45,BWY,uk,制造业,建筑业,住宅建筑
SPSY,SPECTRA SYSTEMS CORPORATION COM,167.0,1.0,0.6,164.0,167.0,164.0,166.0,0.0,0.75,SPSY,uk,科技,电子,电脑周边
RDW,REDROW PLC ORD 10.5P,502.0,3.0,0.6,511.0,511.0,490.8,499.0,0.02,16.6,RDW,uk,制造业,建筑业,住宅建筑
PSN,柿子公司,1110.0,6.5,0.59,1100.0,1115.0,1091.5,1103.5,0.15,35.46,PSN,uk,制造业,建筑业,住宅建筑
MTO,MITIE GROUP PLC ORD 2.5P,102.6,0.6,0.59,101.6,102.8,100.8,102.0,0.01,13.75,MTO,uk,消费,商业服务,综合商业
DIA,DIALIGHT PLC ORD 1.89P,172.0,1.0,0.58,172.0,172.0,171.0,171.0,0.0,0.57,DIA,uk,制造业,机械,电力设备
GRI,GRAINGER PLC ORD 5P,242.8,1.4,0.58,245.0,245.0,237.2,241.4,0.02,18.0,GRI,uk,金融,房地产,房地产开发
EPIC,EDISTON PROPERTY INVESTMENT COM,69.6,0.4,0.58,69.0,69.8,69.0,69.2,0.01,1.47,EPIC,uk,金融,房地产,房地产投资信托
FXPO,FERREXPO PLC ORD 10P,78.55,0.45,0.58,78.45,78.6,75.25,78.1,0.0,4.7,FXPO,uk,资源,矿产,钢
BSE,BASE RESOURCES LIMITED ORD NPV,8.85,0.05,0.57,8.8,8.85,8.8,8.8,0.0,1.04,BSE,uk,资源,矿产,其他金属
SXS,思百吉,3391.0,19.0,0.56,3353.0,3395.0,3338.0,3372.0,0.08,34.91,SXS,uk,制造业,机械,电力设备
TGA,THUNGELA RESOURCES LIMITED ORD,678.6,3.8,0.56,687.4,687.6,652.2,674.8,0.01,9.25,TGA,uk,公用事业,电力,新能源发电
EMG,英仕曼集团,216.9,1.2,0.56,214.6,218.6,214.1,215.7,0.05,26.02,EMG,uk,金融,资产管理,投资经理
LABS,LIFE SCIENCE REIT PLC ORD GBP0.,72.4,0.4,0.56,71.0,72.4,69.4,72.0,0.01,2.53,LABS,uk,金融,房地产,房地产投资信托
ATOM,ATOME ENERGY PLC ORD 0.2P,95.0,0.5,0.53,94.5,98.9,95.0,94.5,0.0,0.38,ATOM,uk,制造业,化工,特殊化学品
GSK,葛兰素史克(UK),1535.8,8.0,0.52,1522.2,1537.8,1518.0,1527.8,1.34,628.91,GSK,uk,医药,制药,主要
RTN,餐饮集团,48.55,0.25,0.52,47.8,49.2,47.8,48.3,0.0,3.71,RTN,uk,消费,可选消费,餐厅
ALTN,ALTYNGOLD PLC ORD 10P,99.25,0.5,0.51,98.75,99.25,98.75,98.75,0.0,0.27,ALTN,uk,资源,矿产,贵金属
CWK,CRANSWICK PLC ORD 10P,3624.0,18.0,0.5,3614.0,3626.0,3566.0,3606.0,0.01,19.53,CWK,uk,消费,食品饮料,肉蛋奶
BOO,BOOHOO GROUP PLC ORD 1P,32.28,0.16,0.5,32.229,32.58,31.66,32.12,0.02,4.09,BOO,uk,消费,零售,服装鞋类
RMV,RIGHTMOVE PLC ORD 0.1P,570.4,2.8,0.49,568.2,571.8,558.2,567.6,0.26,46.17,RMV,uk,金融,房地产,房地产开发
BME,B&M EUROPEAN VALUE RETAIL S.A.,576.2,2.8,0.49,574.2,578.4,568.2,573.4,0.27,57.75,BME,uk,消费,零售,折扣店
VANQ,VANQUIS BANKING GROUP PLC ORD 2,124.0,0.6,0.49,122.0,126.0,122.0,123.4,0.01,3.18,VANQ,uk,金融,资产管理,金融租赁
AGFX,ARGENTEX GROUP PLC ORD GBP0.000,105.5,0.5,0.48,105.0,105.5,105.0,105.0,0.0,1.19,AGFX,uk,金融,资产管理,投资银行
